Day.Month	Hour	Precipitation[mm/h]
22.02	20	0.000000
22.02	21	0.000000
22.02	22	0.000000
22.02	23	0.000000
23.02	0	0.000000
23.02	1	0.000000
23.02	2	0.000000
23.02	3	0.000000
23.02	4	0.000000
23.02	5	0.000000
23.02	6	0.000000
23.02	7	0.000000
23.02	8	0.000000
23.02	9	0.000000
23.02	10	0.000000
23.02	11	0.000000
23.02	12	0.000000
23.02	13	0.000000
23.02	14	0.000000
23.02	15	0.000000
23.02	16	0.000000
23.02	17	0.000000
23.02	18	0.000000
23.02	19	0.000000
23.02	20	0.000000
23.02	21	0.000000
23.02	22	0.000000
23.02	23	0.000000
24.02	0	0.000000
24.02	1	0.000000
24.02	2	0.000000
24.02	3	0.000000
24.02	4	0.000000
24.02	5	0.000000
24.02	6	0.000000
24.02	7	0.000000
24.02	8	0.000000
24.02	9	0.000000
24.02	10	0.000000
24.02	11	0.000000
24.02	12	0.000000
24.02	13	0.000000
24.02	14	0.000000
24.02	15	0.000000
24.02	16	0.000000
24.02	17	0.000000
24.02	18	0.000000
24.02	19	0.000000
24.02	20	0.000000
24.02	21	0.000000
24.02	22	0.000000
24.02	23	0.000000
25.02	0	0.000000
25.02	1	0.000000
25.02	2	0.000000
25.02	3	0.000000
25.02	4	0.000000
25.02	5	0.000000
25.02	6	0.000000
25.02	7	0.000000
25.02	8	0.000000
25.02	9	0.000000
25.02	10	0.000000
25.02	11	0.000000
25.02	12	0.000000
25.02	13	0.000000
25.02	14	0.000000
25.02	15	0.000000
25.02	16	0.000000
25.02	17	0.000000
25.02	18	0.000000
25.02	19	0.000000
25.02	20	0.000000
25.02	21	0.000000
25.02	22	0.000000
25.02	23	0.000000
26.02	0	0.000000
26.02	1	0.000000
26.02	2	0.000000
26.02	3	0.000000
26.02	4	0.000000
26.02	5	0.000000
26.02	6	0.000000
26.02	7	0.000000
26.02	8	0.000000
26.02	9	0.000000
26.02	10	0.000000
26.02	11	0.000000
26.02	12	0.000000
26.02	13	0.000000
26.02	14	0.000000
26.02	15	0.000000
26.02	16	0.000000
26.02	17	0.000000
26.02	18	0.000000
26.02	19	0.000000
26.02	20	0.000000
26.02	21	0.000000
26.02	22	0.000000
26.02	23	0.000000
27.02	0	0.000000
27.02	1	0.000000
27.02	2	0.000000
27.02	3	0.000000
27.02	4	0.000000
27.02	5	0.000000
27.02	6	0.000000
27.02	7	0.000000
27.02	8	0.000000
27.02	9	0.000000
27.02	10	0.000000
27.02	11	0.000000
27.02	12	0.000000
27.02	13	0.000000
27.02	14	0.000000
27.02	15	0.000000
27.02	16	0.000000
27.02	17	0.000000
27.02	18	0.000000
27.02	19	0.000000
27.02	20	0.000000
27.02	21	0.000000
27.02	22	0.000000
27.02	23	0.000000
28.02	0	0.000000
28.02	1	0.000000
28.02	2	0.000000
28.02	3	0.000000
28.02	4	0.000000
28.02	5	0.000000
28.02	6	0.000000
28.02	7	0.000000
28.02	8	0.000000
28.02	9	0.000000
28.02	10	0.000000
28.02	11	0.000000
28.02	12	0.000000
28.02	13	0.000000
28.02	14	0.000000
28.02	15	0.000000
28.02	16	0.000000
28.02	17	0.000000
28.02	18	0.000000
28.02	19	0.000000
28.02	20	0.000000
28.02	21	0.000000
28.02	22	0.000000
28.02	23	0.000000
01.03	0	0.000000
01.03	1	0.000000
01.03	2	0.000000
01.03	3	0.000000
01.03	4	0.000000
01.03	5	0.000000
01.03	6	0.000000
01.03	7	0.000000
01.03	8	0.000000
01.03	9	0.000000
01.03	10	0.000000
01.03	11	0.000000
01.03	12	0.000000
01.03	13	0.000000
01.03	14	0.000000
01.03	15	0.000000
01.03	16	0.000000
01.03	17	0.000000
01.03	18	0.000000
01.03	19	0.000000
01.03	20	0.000000
01.03	21	0.000000
01.03	22	0.000000
01.03	23	0.000000
02.03	0	0.000000
02.03	1	0.000000
02.03	2	0.000000
02.03	3	0.000000
02.03	4	0.000000
02.03	5	0.000000
02.03	6	0.000000
02.03	7	0.000000
02.03	8	0.000000
02.03	9	0.000000
02.03	10	0.000000
02.03	11	0.000000
02.03	12	0.000000
02.03	13	0.000000
02.03	14	0.000000
02.03	15	0.000000
02.03	16	0.000000
02.03	17	0.000000
02.03	18	0.000000
02.03	19	0.000000
02.03	20	0.000000
02.03	21	0.000000
02.03	22	0.000000
02.03	23	0.000000
03.03	0	0.000000
03.03	1	0.000000
03.03	2	0.000000
03.03	3	0.000000
03.03	4	0.000000
03.03	5	0.000000
03.03	6	0.000000
03.03	7	0.000000
03.03	8	0.000000
03.03	9	0.000000
03.03	10	0.000000
03.03	11	0.000000
03.03	12	0.000000
03.03	13	0.000000
03.03	14	0.000000
03.03	15	0.000000
03.03	16	0.000000
03.03	17	0.000000
03.03	18	0.000000
03.03	19	0.000000
03.03	20	0.000000
03.03	21	0.000000
03.03	22	0.000000
03.03	23	0.000000
04.03	0	0.000000
04.03	1	0.000000
04.03	2	0.000000
04.03	3	0.000000
04.03	4	0.000000
04.03	5	0.000000
04.03	6	0.000000
04.03	7	0.000000
04.03	8	0.000000
04.03	9	0.000000
04.03	10	0.000000
04.03	11	0.000000
04.03	12	0.000000
04.03	13	0.000000
04.03	14	0.000000
04.03	15	0.000000
04.03	16	0.000000
04.03	17	0.000000
04.03	18	0.000000
04.03	19	0.000000
04.03	20	0.000000
04.03	21	0.000000
04.03	22	0.000000
04.03	23	0.000000
05.03	0	0.000000
05.03	1	0.000000
05.03	2	0.000000
05.03	3	0.000000
05.03	4	0.000000
05.03	5	0.000000
05.03	6	0.000000
05.03	7	0.000000
05.03	8	0.000000
05.03	9	0.000000
05.03	10	0.000000
05.03	11	0.000000
05.03	12	0.000000
05.03	13	0.000000
05.03	14	0.000000
05.03	15	0.000000
05.03	16	0.000000
05.03	17	0.000000
05.03	18	0.000000
05.03	19	0.000000
05.03	20	0.000000
05.03	21	0.000000
05.03	22	0.000000
05.03	23	0.000000
06.03	0	0.000000
06.03	1	0.000000
06.03	2	0.000000
06.03	3	0.000000
06.03	4	0.000000
06.03	5	0.000000
06.03	6	0.000000
06.03	7	0.000000
06.03	8	0.000000
06.03	9	0.000000
06.03	10	0.000000
06.03	11	0.000000
06.03	12	0.000000
06.03	13	0.000000
06.03	14	0.000000
06.03	15	0.000000
06.03	16	0.000000
06.03	17	0.000000
06.03	18	0.000000
06.03	19	0.000000
06.03	20	0.000000
06.03	21	0.000000
06.03	22	0.000000
06.03	23	0.000000
07.03	0	0.000000
07.03	1	0.000000
07.03	2	0.000000
07.03	3	0.000000
07.03	4	0.000000
07.03	5	0.000000
07.03	6	0.000000
07.03	7	0.000000
07.03	8	0.000000
07.03	9	0.000000
07.03	10	0.000000
07.03	11	0.000000
07.03	12	0.000000
07.03	13	0.000000
07.03	14	0.000000
07.03	15	0.000000
07.03	16	0.000000
07.03	17	0.000000
07.03	18	0.000000
07.03	19	0.000000
07.03	20	0.000000
07.03	21	0.000000
07.03	22	0.000000
07.03	23	0.000000
08.03	0	0.000000
08.03	1	0.000000
08.03	2	0.000000
08.03	3	0.000000
08.03	4	0.000000
08.03	5	0.000000
08.03	6	0.000000
08.03	7	0.000000
08.03	8	0.000000
08.03	9	0.000000
08.03	10	0.000000
08.03	11	0.000000
08.03	12	0.000000
08.03	13	0.000000
08.03	14	0.000000
08.03	15	0.000000
08.03	16	0.000000
08.03	17	0.000000
08.03	18	0.000000
08.03	19	0.000000
08.03	20	0.000000
08.03	21	0.000000
08.03	22	0.000000
08.03	23	0.000000
09.03	0	0.000000
09.03	1	0.000000
09.03	2	0.000000
09.03	3	0.000000
09.03	4	0.000000
09.03	5	0.000000
09.03	6	0.000000
09.03	7	0.000000
09.03	8	0.000000
09.03	9	0.000000
09.03	10	0.000000
09.03	11	0.000000
09.03	12	0.000000
09.03	13	0.000000
09.03	14	0.000000
09.03	15	0.000000
09.03	16	0.000000
09.03	17	0.000000
09.03	18	0.000000
09.03	19	0.000000
09.03	20	0.000000
09.03	21	0.000000
09.03	22	0.000000
09.03	23	0.000000
10.03	0	0.000000
10.03	1	0.000000
10.03	2	0.000000
10.03	3	0.000000
10.03	4	0.000000
10.03	5	0.000000
10.03	6	0.000000
10.03	7	0.000000
10.03	8	0.000000
10.03	9	0.000000
10.03	10	0.000000
10.03	11	0.000000
10.03	12	0.000000
10.03	13	0.000000
10.03	14	0.000000
10.03	15	0.000000
10.03	16	0.000000
10.03	17	0.000000
10.03	18	0.000000
10.03	19	0.000000
10.03	20	0.000000
10.03	21	0.000000
10.03	22	0.000000
10.03	23	0.000000
11.03	0	0.000000
11.03	1	0.000000
11.03	2	0.000000
11.03	3	0.000000
11.03	4	0.000000
11.03	5	0.000000
11.03	6	0.000000
11.03	7	0.000000
11.03	8	0.000000
11.03	9	0.000000
11.03	10	0.000000
11.03	11	0.000000
11.03	12	0.000000
11.03	13	0.000000
11.03	14	0.000000
11.03	15	0.000000
11.03	16	0.000000
11.03	17	0.000000
11.03	18	0.000000
11.03	19	0.000000
11.03	20	0.000000
11.03	21	0.000000
11.03	22	0.000000
11.03	23	0.000000
12.03	0	0.000000
12.03	1	0.000000
12.03	2	0.000000
12.03	3	0.000000
12.03	4	0.000000
12.03	5	0.000000
12.03	6	0.000000
12.03	7	0.000000
12.03	8	0.000000
12.03	9	0.000000
12.03	10	0.000000
12.03	11	0.000000
12.03	12	0.000000
12.03	13	0.000000
12.03	14	0.000000
12.03	15	0.000000
12.03	16	0.000000
12.03	17	0.000000
12.03	18	0.000000
12.03	19	0.000000
12.03	20	0.000000
12.03	21	0.000000
12.03	22	0.000000
12.03	23	0.000000
13.03	0	0.000000
13.03	1	0.000000
13.03	2	0.000000
13.03	3	0.000000
13.03	4	0.000000
13.03	5	0.000000
13.03	6	0.000000
13.03	7	0.000000
13.03	8	0.000000
13.03	9	0.000000
13.03	10	0.000000
13.03	11	0.000000
13.03	12	0.000000
13.03	13	0.000000
13.03	14	0.000000
13.03	15	0.000000
13.03	16	0.000000
13.03	17	0.000000
13.03	18	0.000000
13.03	19	0.000000
13.03	20	0.000000
13.03	21	0.000000
13.03	22	0.000000
13.03	23	0.000000
14.03	0	0.000000
14.03	1	0.000000
14.03	2	0.000000
14.03	3	0.000000
14.03	4	0.000000
14.03	5	0.000000
14.03	6	0.000000
14.03	7	0.000000
14.03	8	0.000000
14.03	9	0.000000
14.03	10	0.000000
14.03	11	0.000000
14.03	12	0.000000
14.03	13	0.000000
14.03	14	0.000000
14.03	15	0.000000
14.03	16	0.000000
14.03	17	0.000000
14.03	18	0.000000
14.03	19	0.000000
14.03	20	0.000000
14.03	21	0.000000
14.03	22	0.000000
14.03	23	0.000000
15.03	0	0.000000
15.03	1	0.000000
15.03	2	0.000000
15.03	3	0.000000
15.03	4	0.000000
15.03	5	0.000000
15.03	6	0.000000
15.03	7	0.000000
15.03	8	0.000000
15.03	9	0.000000
15.03	10	0.000000
15.03	11	0.000000
15.03	12	0.000000
15.03	13	0.000000
15.03	14	0.000000
15.03	15	0.000000
15.03	16	0.000000
15.03	17	0.000000
15.03	18	0.000000
15.03	19	0.000000
15.03	20	0.000000
15.03	21	0.000000
15.03	22	0.000000
15.03	23	0.000000
16.03	0	0.000000
16.03	1	0.000000
16.03	2	0.000000
16.03	3	0.000000
16.03	4	0.000000
16.03	5	0.000000
16.03	6	0.000000
16.03	7	0.000000
16.03	8	0.000000
16.03	9	0.000000
16.03	10	0.000000
16.03	11	0.000000
16.03	12	0.000000
16.03	13	0.000000
16.03	14	0.000000
16.03	15	0.000000
16.03	16	0.000000
16.03	17	0.000000
16.03	18	0.000000
16.03	19	0.000000
16.03	20	0.000000
16.03	21	0.000000
16.03	22	0.000000
16.03	23	0.000000
17.03	0	0.000000
17.03	1	0.000000
17.03	2	0.000000
17.03	3	0.000000
17.03	4	0.000000
17.03	5	0.000000
17.03	6	0.000000
17.03	7	0.000000
17.03	8	0.000000
17.03	9	0.000000
17.03	10	0.000000
17.03	11	0.000000
17.03	12	0.000000
17.03	13	0.000000
17.03	14	0.000000
17.03	15	0.000000
17.03	16	0.000000
17.03	17	0.000000
17.03	18	0.000000
17.03	19	0.000000
17.03	20	0.000000
17.03	21	0.000000
17.03	22	0.000000
17.03	23	0.000000
18.03	0	0.000000
18.03	1	0.000000
18.03	2	0.000000
18.03	3	0.000000
18.03	4	0.000000
18.03	5	0.000000
18.03	6	0.000000
18.03	7	0.000000
18.03	8	0.000000
18.03	9	0.000000
18.03	10	0.000000
18.03	11	0.000000
18.03	12	0.000000
18.03	13	0.000000
18.03	14	0.000000
18.03	15	0.000000
18.03	16	0.000000
18.03	17	0.000000
18.03	18	0.000000
18.03	19	0.000000
18.03	20	0.000000
18.03	21	0.000000
18.03	22	0.000000
18.03	23	0.000000
19.03	0	0.000000
19.03	1	0.000000
19.03	2	0.000000
19.03	3	0.000000
19.03	4	0.000000
19.03	5	0.000000
19.03	6	0.000000
19.03	7	0.000000
19.03	8	0.000000
19.03	9	0.000000
19.03	10	0.000000
19.03	11	0.000000
19.03	12	0.000000
19.03	13	0.192000
19.03	14	0.384000
19.03	15	0.576000
19.03	16	0.804000
19.03	17	1.032000
19.03	18	1.260000
19.03	19	1.029600
19.03	20	0.799200
19.03	21	0.568800
19.03	22	0.391200
19.03	23	0.213600
20.03	0	0.036000
20.03	1	0.031200
20.03	2	0.026400
20.03	3	0.021600
20.03	4	0.014400
20.03	5	0.007200
20.03	6	0.000000
20.03	7	0.000000
20.03	8	0.000000
20.03	9	0.000000
20.03	10	0.000000
20.03	11	0.000000
20.03	12	0.000000
20.03	13	0.000000
20.03	14	0.000000
20.03	15	0.000000
20.03	16	0.000000
20.03	17	0.000000
20.03	18	0.000000
20.03	19	0.000000
20.03	20	0.000000
20.03	21	0.000000
20.03	22	0.000000
20.03	23	0.000000
21.03	0	0.000000
21.03	1	0.000000
21.03	2	0.000000
21.03	3	0.000000
21.03	4	0.000000
21.03	5	0.000000
21.03	6	0.000000
21.03	7	0.000000
21.03	8	0.000000
21.03	9	0.000000
21.03	10	0.000000
21.03	11	0.000000
21.03	12	0.000000
21.03	13	0.000000
21.03	14	0.000000
21.03	15	0.000000
21.03	16	0.000000
21.03	17	0.000000
21.03	18	0.000000
21.03	19	0.000000
21.03	20	0.000000
21.03	21	0.000000
21.03	22	0.000000
21.03	23	0.000000
22.03	0	0.000000
22.03	1	0.000000
22.03	2	0.000000
22.03	3	0.000000
22.03	4	0.000000
22.03	5	0.000000
22.03	6	0.000000
22.03	7	0.000000
22.03	8	0.000000
22.03	9	0.000000
22.03	10	0.000000
22.03	11	0.000000
22.03	12	0.000000
22.03	13	0.000000
22.03	14	0.000000
22.03	15	0.000000
22.03	16	0.000000
22.03	17	0.000000
22.03	18	0.000000
22.03	19	0.000000
22.03	20	0.000000
22.03	21	0.000000
22.03	22	0.000000
22.03	23	0.000000
23.03	0	0.000000
23.03	1	0.000000
23.03	2	0.000000
23.03	3	0.000000
23.03	4	0.000000
23.03	5	0.000000
23.03	6	0.000000
23.03	7	0.000000
23.03	8	0.000000
23.03	9	0.000000
23.03	10	0.000000
23.03	11	0.000000
23.03	12	0.000000
23.03	13	0.000000
23.03	14	0.000000
23.03	15	0.000000
23.03	16	0.000000
23.03	17	0.000000
23.03	18	0.000000
23.03	19	0.000000
23.03	20	0.000000
23.03	21	0.000000
23.03	22	0.000000
23.03	23	0.000000
24.03	0	0.000000
24.03	1	0.000000
24.03	2	0.000000
24.03	3	0.000000
24.03	4	0.000000
24.03	5	0.000000
24.03	6	0.000000
24.03	7	0.000000
24.03	8	0.000000
24.03	9	0.000000
24.03	10	0.000000
24.03	11	0.000000
24.03	12	0.000000
24.03	13	0.000000
24.03	14	0.000000
24.03	15	0.000000
24.03	16	0.000000
24.03	17	0.000000
24.03	18	0.000000
24.03	19	0.000000
24.03	20	0.000000
24.03	21	0.000000
24.03	22	0.000000
24.03	23	0.000000
25.03	0	0.000000
25.03	1	0.000000
25.03	2	0.000000
25.03	3	0.000000
25.03	4	0.000000
25.03	5	0.000000
25.03	6	0.000000
25.03	7	0.000000
25.03	8	0.000000
25.03	9	0.000000
25.03	10	0.000000
25.03	11	0.000000
25.03	12	0.000000
25.03	13	0.000000
25.03	14	0.000000
25.03	15	0.000000
25.03	16	0.000000
25.03	17	0.000000
25.03	18	0.000000
25.03	19	0.000000
25.03	20	0.000000
25.03	21	0.000000
25.03	22	0.000000
25.03	23	0.000000
26.03	0	0.000000
26.03	1	0.000000
26.03	2	0.000000
26.03	3	0.000000
26.03	4	0.000000
26.03	5	0.000000
26.03	6	0.000000
26.03	7	0.000000
26.03	8	0.000000
26.03	9	0.000000
26.03	10	0.000000
26.03	11	0.000000
26.03	12	0.000000
26.03	13	0.000000
26.03	14	0.000000
26.03	15	0.000000
26.03	16	0.000000
26.03	17	0.000000
26.03	18	0.000000
26.03	19	0.000000
26.03	20	0.000000
26.03	21	0.000000
26.03	22	0.000000
26.03	23	0.000000
27.03	0	0.000000
27.03	1	0.000000
27.03	2	0.000000
27.03	3	0.000000
27.03	4	0.000000
27.03	5	0.000000
27.03	6	0.000000
27.03	7	0.000000
27.03	8	0.000000
27.03	9	0.000000
27.03	10	0.000000
27.03	11	0.000000
27.03	12	0.000000
27.03	13	0.000000
27.03	14	0.000000
27.03	15	0.000000
27.03	16	0.000000
27.03	17	0.000000
27.03	18	0.000000
27.03	19	0.000000
27.03	20	0.000000
27.03	21	0.000000
27.03	22	0.000000
27.03	23	0.000000
28.03	0	0.000000
28.03	1	0.000000
28.03	2	0.000000
28.03	3	0.000000
28.03	4	0.000000
28.03	5	0.000000
28.03	6	0.000000
28.03	7	0.000000
28.03	8	0.000000
28.03	9	0.000000
28.03	10	0.000000
28.03	11	0.000000
28.03	12	0.000000
28.03	13	0.000000
28.03	14	0.000000
28.03	15	0.000000
28.03	16	0.000000
28.03	17	0.000000
28.03	18	0.000000
28.03	19	0.000000
28.03	20	0.000000
28.03	21	0.000000
28.03	22	0.000000
28.03	23	0.000000
29.03	0	0.000000
29.03	1	0.000000
29.03	2	0.000000
29.03	3	0.000000
29.03	4	0.000000
29.03	5	0.000000
29.03	6	0.000000
29.03	7	0.000000
29.03	8	0.000000
29.03	9	0.000000
29.03	10	0.000000
29.03	11	0.000000
29.03	12	0.000000
29.03	13	0.000000
29.03	14	0.000000
29.03	15	0.000000
29.03	16	0.000000
29.03	17	0.000000
29.03	18	0.000000
29.03	19	0.000000
29.03	20	0.000000
29.03	21	0.000000
29.03	22	0.000000
29.03	23	0.000000
30.03	0	0.000000
30.03	1	0.000000
30.03	2	0.000000
30.03	3	0.000000
30.03	4	0.000000
30.03	5	0.000000
30.03	6	0.000000
30.03	7	0.000000
30.03	8	0.000000
30.03	9	0.000000
30.03	10	0.000000
30.03	11	0.000000
30.03	12	0.000000
30.03	13	0.000000
30.03	14	0.000000
30.03	15	0.000000
30.03	16	0.000000
30.03	17	0.000000
30.03	18	0.000000
30.03	19	0.000000
30.03	20	0.000000
30.03	21	0.000000
30.03	22	0.000000
30.03	23	0.000000
31.03	0	0.000000
31.03	1	0.000000
31.03	2	0.000000
31.03	3	0.000000
31.03	4	0.024000
31.03	5	0.048000
31.03	6	0.072000
31.03	7	0.249600
31.03	8	0.427200
31.03	9	0.604800
31.03	10	0.943200
31.03	11	1.281600
31.03	12	1.620000
31.03	13	1.524000
31.03	14	1.428000
31.03	15	1.332000
31.03	16	0.924000
31.03	17	0.516000
31.03	18	0.108000
31.03	19	0.134400
31.03	20	0.160800
31.03	21	0.187200
31.03	22	0.316800
31.03	23	0.446400
01.04	0	0.576000
01.04	1	0.432000
01.04	2	0.288000
01.04	3	0.144000
01.04	4	0.096000
01.04	5	0.048000
01.04	6	0.000000
01.04	7	0.000000
01.04	8	0.000000
01.04	9	0.000000
01.04	10	0.000000
01.04	11	0.000000
01.04	12	0.000000
01.04	13	0.000000
01.04	14	0.000000
01.04	15	0.000000
01.04	16	0.000000
01.04	17	0.000000
01.04	18	0.000000
01.04	19	0.000000
01.04	20	0.000000
01.04	21	0.000000
01.04	22	0.000000
01.04	23	0.000000
02.04	0	0.000000
02.04	1	0.000000
02.04	2	0.000000
02.04	3	0.000000
02.04	4	0.000000
02.04	5	0.000000
02.04	6	0.000000
02.04	7	0.000000
02.04	8	0.000000
02.04	9	0.000000
02.04	10	0.000000
02.04	11	0.000000
02.04	12	0.000000
02.04	13	0.000000
02.04	14	0.000000
02.04	15	0.000000
02.04	16	0.000000
02.04	17	0.000000
02.04	18	0.000000
02.04	19	0.000000
02.04	20	0.000000
02.04	21	0.000000
02.04	22	0.000000
02.04	23	0.000000
03.04	0	0.000000
03.04	1	0.000000
03.04	2	0.000000
03.04	3	0.000000
03.04	4	0.000000
03.04	5	0.000000
03.04	6	0.000000
03.04	7	0.000000
03.04	8	0.000000
03.04	9	0.000000
03.04	10	0.000000
03.04	11	0.000000
03.04	12	0.000000
03.04	13	0.000000
03.04	14	0.000000
03.04	15	0.000000
03.04	16	0.000000
03.04	17	0.000000
03.04	18	0.000000
03.04	19	0.000000
03.04	20	0.000000
03.04	21	0.000000
03.04	22	0.000000
03.04	23	0.000000
04.04	0	0.000000
04.04	1	0.000000
04.04	2	0.000000
04.04	3	0.000000
04.04	4	0.000000
04.04	5	0.000000
04.04	6	0.000000
04.04	7	0.000000
04.04	8	0.000000
04.04	9	0.000000
04.04	10	0.000000
04.04	11	0.000000
04.04	12	0.000000
04.04	13	0.000000
04.04	14	0.000000
04.04	15	0.000000
04.04	16	0.000000
04.04	17	0.000000
04.04	18	0.000000
04.04	19	0.000000
04.04	20	0.000000
04.04	21	0.000000
04.04	22	0.000000
04.04	23	0.000000
05.04	0	0.000000
05.04	1	0.000000
05.04	2	0.000000
05.04	3	0.000000
05.04	4	0.000000
05.04	5	0.000000
05.04	6	0.000000
05.04	7	0.000000
05.04	8	0.000000
05.04	9	0.000000
05.04	10	0.000000
05.04	11	0.000000
05.04	12	0.000000
05.04	13	0.007200
05.04	14	0.014400
05.04	15	0.021600
05.04	16	0.032400
05.04	17	0.043200
05.04	18	0.054000
05.04	19	0.037200
05.04	20	0.020400
05.04	21	0.003600
05.04	22	0.002400
05.04	23	0.001200
06.04	0	0.000000
06.04	1	0.000000
06.04	2	0.000000
06.04	3	0.000000
06.04	4	0.000000
06.04	5	0.000000
06.04	6	0.000000
06.04	7	0.000000
06.04	8	0.000000
06.04	9	0.000000
06.04	10	0.000000
06.04	11	0.000000
06.04	12	0.000000
06.04	13	0.000000
06.04	14	0.000000
06.04	15	0.000000
06.04	16	0.000000
06.04	17	0.000000
06.04	18	0.000000
06.04	19	0.000000
06.04	20	0.000000
06.04	21	0.000000
06.04	22	0.000000
06.04	23	0.000000
07.04	0	0.000000
07.04	1	0.000000
07.04	2	0.000000
07.04	3	0.000000
07.04	4	0.000000
07.04	5	0.000000
07.04	6	0.000000
07.04	7	0.000000
07.04	8	0.000000
07.04	9	0.000000
07.04	10	0.000000
07.04	11	0.000000
07.04	12	0.000000
07.04	13	0.000000
07.04	14	0.000000
07.04	15	0.000000
07.04	16	0.000000
07.04	17	0.000000
07.04	18	0.000000
07.04	19	0.000000
07.04	20	0.000000
07.04	21	0.000000
07.04	22	0.048000
07.04	23	0.096000
08.04	0	0.144000
08.04	1	0.120000
08.04	2	0.096000
08.04	3	0.072000
08.04	4	0.052800
08.04	5	0.033600
08.04	6	0.014400
08.04	7	0.009600
08.04	8	0.004800
08.04	9	0.000000
08.04	10	0.000000
08.04	11	0.000000
08.04	12	0.000000
08.04	13	0.000000
08.04	14	0.000000
08.04	15	0.000000
08.04	16	0.000000
08.04	17	0.000000
08.04	18	0.000000
08.04	19	0.000000
08.04	20	0.000000
08.04	21	0.000000
08.04	22	0.000000
08.04	23	0.000000
09.04	0	0.000000
09.04	1	0.000000
09.04	2	0.000000
09.04	3	0.000000
09.04	4	0.000000
09.04	5	0.000000
09.04	6	0.000000
09.04	7	0.000000
09.04	8	0.000000
09.04	9	0.000000
09.04	10	0.000000
09.04	11	0.000000
09.04	12	0.000000
09.04	13	0.000000
09.04	14	0.000000
09.04	15	0.000000
09.04	16	0.000000
09.04	17	0.000000
09.04	18	0.000000
09.04	19	0.000000
09.04	20	0.000000
09.04	21	0.000000
09.04	22	0.000000
09.04	23	0.000000
10.04	0	0.000000
10.04	1	0.000000
10.04	2	0.000000
10.04	3	0.000000
10.04	4	0.000000
10.04	5	0.000000
10.04	6	0.000000
10.04	7	0.000000
10.04	8	0.000000
10.04	9	0.000000
10.04	10	0.000000
10.04	11	0.000000
10.04	12	0.000000
10.04	13	0.000000
10.04	14	0.000000
10.04	15	0.000000
10.04	16	0.000000
10.04	17	0.000000
10.04	18	0.000000
10.04	19	0.000000
10.04	20	0.000000
10.04	21	0.000000
10.04	22	0.000000
10.04	23	0.000000
11.04	0	0.000000
11.04	1	0.000000
11.04	2	0.000000
11.04	3	0.000000
11.04	4	0.000000
11.04	5	0.000000
11.04	6	0.000000
11.04	7	0.000000
11.04	8	0.000000
11.04	9	0.000000
11.04	10	0.000000
11.04	11	0.000000
11.04	12	0.000000
11.04	13	0.000000
11.04	14	0.000000
11.04	15	0.000000
11.04	16	0.000000
11.04	17	0.000000
11.04	18	0.000000
11.04	19	0.000000
11.04	20	0.000000
11.04	21	0.000000
11.04	22	0.000000
11.04	23	0.000000
12.04	0	0.000000
12.04	1	0.000000
12.04	2	0.000000
12.04	3	0.000000
12.04	4	0.000000
12.04	5	0.000000
12.04	6	0.000000
12.04	7	0.000000
12.04	8	0.000000
12.04	9	0.000000
12.04	10	0.000000
12.04	11	0.000000
12.04	12	0.000000
12.04	13	0.000000
12.04	14	0.000000
12.04	15	0.000000
12.04	16	0.000000
12.04	17	0.000000
12.04	18	0.000000
12.04	19	0.000000
12.04	20	0.000000
12.04	21	0.000000
12.04	22	0.000000
12.04	23	0.000000
13.04	0	0.000000
13.04	1	0.000000
13.04	2	0.000000
13.04	3	0.000000
13.04	4	0.000000
13.04	5	0.000000
13.04	6	0.000000
13.04	7	0.000000
13.04	8	0.000000
13.04	9	0.000000
13.04	10	0.000000
13.04	11	0.000000
13.04	12	0.000000
13.04	13	0.000000
13.04	14	0.000000
13.04	15	0.000000
13.04	16	0.000000
13.04	17	0.000000
13.04	18	0.000000
13.04	19	0.000000
13.04	20	0.000000
13.04	21	0.000000
13.04	22	0.000000
13.04	23	0.000000
14.04	0	0.000000
14.04	1	0.000000
14.04	2	0.000000
14.04	3	0.000000
14.04	4	0.000000
14.04	5	0.000000
14.04	6	0.000000
14.04	7	0.000000
14.04	8	0.000000
14.04	9	0.000000
14.04	10	0.000000
14.04	11	0.000000
14.04	12	0.000000
14.04	13	0.000000
14.04	14	0.000000
14.04	15	0.000000
14.04	16	0.000000
14.04	17	0.000000
14.04	18	0.000000
14.04	19	0.000000
14.04	20	0.000000
14.04	21	0.000000
14.04	22	0.000000
14.04	23	0.000000
15.04	0	0.000000
15.04	1	0.000000
15.04	2	0.000000
15.04	3	0.000000
15.04	4	0.000000
15.04	5	0.000000
15.04	6	0.000000
15.04	7	0.000000
15.04	8	0.000000
15.04	9	0.000000
15.04	10	0.000000
15.04	11	0.000000
15.04	12	0.000000
15.04	13	0.000000
15.04	14	0.000000
15.04	15	0.000000
15.04	16	0.000000
15.04	17	0.000000
15.04	18	0.000000
15.04	19	0.000000
15.04	20	0.000000
15.04	21	0.000000
15.04	22	0.000000
15.04	23	0.000000
16.04	0	0.000000
16.04	1	0.000000
16.04	2	0.000000
16.04	3	0.000000
16.04	4	0.000000
16.04	5	0.000000
16.04	6	0.000000
16.04	7	0.000000
16.04	8	0.000000
16.04	9	0.000000
16.04	10	0.000000
16.04	11	0.000000
16.04	12	0.000000
16.04	13	0.000000
16.04	14	0.000000
16.04	15	0.000000
16.04	16	0.000000
16.04	17	0.000000
